percentile,definition,component,time,GMST
p83,Annual,ghg,2015,
p83,Annual,ghg,2017,1.496031459
p83,Annual,ghg,2021,
p83,Annual,ghg,2025,1.685063513
p83,Annual,h2o_strat,2015,
p83,Annual,h2o_strat,2017,0.035748397
p83,Annual,h2o_strat,2021,
p83,Annual,h2o_strat,2025,0.038735484
p83,Annual,halogen,2015,
p83,Annual,halogen,2017,0.214299909
p83,Annual,halogen,2021,
p83,Annual,halogen,2025,0.224580332
p83,Annual,land_use,2015,
p83,Annual,land_use,2017,-0.026393466
p83,Annual,land_use,2021,
p83,Annual,land_use,2025,-0.026775642
p83,Annual,n2o,2015,
p83,Annual,n2o,2017,0.096944852
p83,Annual,n2o,2021,
p83,Annual,n2o,2025,0.111562582
p83,Annual,natural,2015,
p83,Annual,natural,2017,0.102446877
p83,Annual,natural,2021,
p83,Annual,natural,2025,0.112411205
p83,Annual,o3,2015,
p83,Annual,o3,2017,0.312686026
p83,Annual,o3,2021,
p83,Annual,o3,2025,0.332171152
p83,Annual,other_human_forcing,2015,
p83,Annual,other_human_forcing,2017,-0.110456205
p83,Annual,other_human_forcing,2021,
p83,Annual,other_human_forcing,2025,-0.063546405
p83,Annual,residual,2015,
p83,Annual,residual,2017,0.049742211
p83,Annual,residual,2021,
p83,Annual,residual,2025,0.061761171
p83,Annual,solar,2015,
p83,Annual,solar,2017,0.00667167
p83,Annual,solar,2021,
p83,Annual,solar,2025,0.021752227
p83,Annual,total,2015,
p83,Annual,total,2017,1.23505497
p83,Annual,total,2021,
p83,Annual,total,2025,1.466563237
p83,Annual,volcanic,2015,
p83,Annual,volcanic,2017,0.101111981
p83,Annual,volcanic,2021,
p83,Annual,volcanic,2025,0.094333067
p83,SR1.5,aerosol_cloud_interactions,2015,
p83,SR1.5,aerosol_cloud_interactions,2017,-0.212227148
p83,SR1.5,aerosol_cloud_interactions,2021,
p83,SR1.5,aerosol_cloud_interactions,2025,-0.181680209
p83,SR1.5,aerosol_radiation_interactions,2015,
p83,SR1.5,aerosol_radiation_interactions,2017,-0.04684537
p83,SR1.5,aerosol_radiation_interactions,2021,
p83,SR1.5,aerosol_radiation_interactions,2025,-0.039044792
p83,SR1.5,anthropogenic,2015,
p83,SR1.5,anthropogenic,2017,1.153489637
p83,SR1.5,anthropogenic,2021,
p83,SR1.5,anthropogenic,2025,1.397963552
p83,SR1.5,bc_snow,2015,
p83,SR1.5,bc_snow,2017,0.062224834
p83,SR1.5,bc_snow,2021,
p83,SR1.5,bc_snow,2025,0.057446007
p83,SR1.5,ch4,2015,
p83,SR1.5,ch4,2017,0.27110175
p83,SR1.5,ch4,2021,
p83,SR1.5,ch4,2025,0.289660367
p83,SR1.5,co2,2015,
p83,SR1.5,co2,2017,0.937746442
p83,SR1.5,co2,2021,
p83,SR1.5,co2,2025,1.085641997
p83,SR1.5,contrails,2015,
p83,SR1.5,contrails,2017,0.028483432
p83,SR1.5,contrails,2021,
p83,SR1.5,contrails,2025,0.03278042
p83,SR1.5,ghg,2015,
p83,SR1.5,ghg,2017,1.490486564
p83,SR1.5,ghg,2021,
p83,SR1.5,ghg,2025,1.680645828
p83,SR1.5,h2o_strat,2015,
p83,SR1.5,h2o_strat,2017,0.03555453
p83,SR1.5,h2o_strat,2021,
p83,SR1.5,h2o_strat,2025,0.038503453
p83,SR1.5,halogen,2015,
p83,SR1.5,halogen,2017,0.215132622
p83,SR1.5,halogen,2021,
p83,SR1.5,halogen,2025,0.225576217
p83,SR1.5,land_use,2015,
p83,SR1.5,land_use,2017,-0.026334915
p83,SR1.5,land_use,2021,
p83,SR1.5,land_use,2025,-0.026596371
p83,SR1.5,n2o,2015,
p83,SR1.5,n2o,2017,0.096510136
p83,SR1.5,n2o,2021,
p83,SR1.5,n2o,2025,0.110962774
p83,SR1.5,natural,2015,
p83,SR1.5,natural,2017,0.100159584
p83,SR1.5,natural,2021,
p83,SR1.5,natural,2025,0.097697961
p83,SR1.5,o3,2015,
p83,SR1.5,o3,2017,0.315269233
p83,SR1.5,o3,2021,
p83,SR1.5,o3,2025,0.329950264
p83,SR1.5,other_human_forcing,2015,
p83,SR1.5,other_human_forcing,2017,-0.122747839
p83,SR1.5,other_human_forcing,2021,
p83,SR1.5,other_human_forcing,2025,-0.059857348
p83,SR1.5,residual,2015,
p83,SR1.5,residual,2017,0.017487021
p83,SR1.5,residual,2021,
p83,SR1.5,residual,2025,0.083998141
p83,SR1.5,solar,2015,
p83,SR1.5,solar,2017,0.004884852
p83,SR1.5,solar,2021,
p83,SR1.5,solar,2025,0.012287746
p83,SR1.5,total,2015,
p83,SR1.5,total,2017,1.213360176
p83,SR1.5,total,2021,
p83,SR1.5,total,2025,1.45756635
p83,SR1.5,volcanic,2015,
p83,SR1.5,volcanic,2017,0.101278875
p83,SR1.5,volcanic,2021,
p83,SR1.5,volcanic,2025,0.090053405
p83,AR6,aerosol_cloud_interactions,2015,-0.21116133
p83,AR6,aerosol_cloud_interactions,2017,
p83,AR6,aerosol_cloud_interactions,2021,-0.194212659
p83,AR6,aerosol_cloud_interactions,2025,
p83,AR6,aerosol_radiation_interactions,2015,-0.047471344
p83,AR6,aerosol_radiation_interactions,2017,
p83,AR6,aerosol_radiation_interactions,2021,-0.042525994
p83,AR6,aerosol_radiation_interactions,2025,
p83,AR6,anthropogenic,2015,1.102086735
p83,AR6,anthropogenic,2017,
p83,AR6,anthropogenic,2021,1.270577741
p83,AR6,anthropogenic,2025,
p83,AR6,bc_snow,2015,0.060789531
p83,AR6,bc_snow,2017,
p83,AR6,bc_snow,2021,0.058715668
p83,AR6,bc_snow,2025,
p83,AR6,ch4,2015,0.267557465
p83,AR6,ch4,2017,
p83,AR6,ch4,2021,0.280084076
p83,AR6,ch4,2025,
p83,AR6,co2,2015,0.899507745
p83,AR6,co2,2017,
p83,AR6,co2,2021,1.005843405
p83,AR6,co2,2025,
p83,AR6,contrails,2015,0.026332728
p83,AR6,contrails,2017,
p83,AR6,contrails,2021,0.030001305
p83,AR6,contrails,2025,
p83,AR6,ghg,2015,1.440803568
p83,AR6,ghg,2017,
p83,AR6,ghg,2021,1.577728741
p83,AR6,ghg,2025,
p83,AR6,h2o_strat,2015,0.035041843
p83,AR6,h2o_strat,2017,
p83,AR6,h2o_strat,2021,0.037001645
p83,AR6,h2o_strat,2025,
p83,AR6,halogen,2015,0.210317305
p83,AR6,halogen,2017,
p83,AR6,halogen,2021,0.219076078
p83,AR6,halogen,2025,
p83,AR6,land_use,2015,-0.026457746
p83,AR6,land_use,2017,
p83,AR6,land_use,2021,-0.026541727
p83,AR6,land_use,2025,
p83,AR6,n2o,2015,0.092946474
p83,AR6,n2o,2017,
p83,AR6,n2o,2021,0.103191917
p83,AR6,n2o,2025,
p83,AR6,natural,2015,0.098528553
p83,AR6,natural,2017,
p83,AR6,natural,2021,0.09640395
p83,AR6,natural,2025,
p83,AR6,o3,2015,0.307558709
p83,AR6,o3,2017,
p83,AR6,o3,2021,0.320075948
p83,AR6,o3,2025,
p83,AR6,other_human_forcing,2015,-0.129560865
p83,AR6,other_human_forcing,2017,
p83,AR6,other_human_forcing,2021,-0.089132003
p83,AR6,other_human_forcing,2025,
p83,AR6,residual,2015,0.009443546
p83,AR6,residual,2017,
p83,AR6,residual,2021,0.049357308
p83,AR6,residual,2025,
p83,AR6,solar,2015,0.005733728
p83,AR6,solar,2017,
p83,AR6,solar,2021,0.008229713
p83,AR6,solar,2025,
p83,AR6,total,2015,1.160693244
p83,AR6,total,2017,
p83,AR6,total,2021,1.328272847
p83,AR6,total,2025,
p83,AR6,volcanic,2015,0.098351682
p83,AR6,volcanic,2017,
p83,AR6,volcanic,2021,0.093342114
p83,AR6,volcanic,2025,
p95,Annual,aerosol_cloud_interactions,2015,
p95,Annual,aerosol_cloud_interactions,2017,-0.147222451
p95,Annual,aerosol_cloud_interactions,2021,
p95,Annual,aerosol_cloud_interactions,2025,-0.132667246
p95,Annual,aerosol_radiation_interactions,2015,
p95,Annual,aerosol_radiation_interactions,2017,
p95,Annual,aerosol_radiation_interactions,2021,
p95,Annual,aerosol_radiation_interactions,2025,
p95,Annual,anthropogenic,2015,
p95,Annual,anthropogenic,2017,1.210010052
p95,Annual,anthropogenic,2021,
p95,Annual,anthropogenic,2025,1.445851569
p95,Annual,bc_snow,2015,
p95,Annual,bc_snow,2017,0.100357863
p95,Annual,bc_snow,2021,
p95,Annual,bc_snow,2025,0.097957025
p95,Annual,ch4,2015,
p95,Annual,ch4,2017,0.305535121
p95,Annual,ch4,2021,
p95,Annual,ch4,2025,0.326635601
p95,Annual,co2,2015,
p95,Annual,co2,2017,1.023162816
p95,Annual,co2,2021,
p95,Annual,co2,2025,1.182399398
p95,Annual,contrails,2015,
p95,Annual,contrails,2017,0.041572101
p95,Annual,contrails,2021,
p95,Annual,contrails,2025,0.049427435
p95,Annual,ghg,2015,
p95,Annual,ghg,2017,1.629343712
p95,Annual,ghg,2021,
p95,Annual,ghg,2025,1.834932886
p95,Annual,h2o_strat,2015,
p95,Annual,h2o_strat,2017,0.055409999
p95,Annual,h2o_strat,2021,
p95,Annual,h2o_strat,2025,0.060039123
p95,Annual,halogen,2015,
p95,Annual,halogen,2017,0.238598646
p95,Annual,halogen,2021,
p95,Annual,halogen,2025,0.249720396
p95,Annual,land_use,2015,
p95,Annual,land_use,2017,-0.011299757
p95,Annual,land_use,2021,
p95,Annual,land_use,2025,-0.010697129
p95,Annual,n2o,2015,
p95,Annual,n2o,2017,0.107406396
p95,Annual,n2o,2021,
p95,Annual,n2o,2025,0.123593297
p95,Annual,natural,2015,
p95,Annual,natural,2017,0.129405475
p95,Annual,natural,2021,
p95,Annual,natural,2025,0.141966503
p95,Annual,o3,2015,
p95,Annual,o3,2017,0.497014107
p95,Annual,o3,2021,
p95,Annual,o3,2025,0.528070418
p95,Annual,other_human_forcing,2015,
p95,Annual,other_human_forcing,2017,0.041149394
p95,Annual,other_human_forcing,2021,
p95,Annual,other_human_forcing,2025,0.106671697
p95,Annual,residual,2015,
p95,Annual,residual,2017,0.081399282
p95,Annual,residual,2021,
p95,Annual,residual,2025,0.112713003
p95,Annual,solar,2015,
p95,Annual,solar,2017,0.013410147
p95,Annual,solar,2021,
p95,Annual,solar,2025,0.033220922
p95,Annual,total,2015,
p95,Annual,total,2017,1.268346766
p95,Annual,total,2021,
p95,Annual,total,2025,1.51324401
p95,Annual,volcanic,2015,
p95,Annual,volcanic,2017,0.12592126
p95,Annual,volcanic,2021,
p95,Annual,volcanic,2025,0.118675588
p95,SR1.5,aerosol_cloud_interactions,2015,
p95,SR1.5,aerosol_cloud_interactions,2017,-0.153892913
p95,SR1.5,aerosol_cloud_interactions,2021,
p95,SR1.5,aerosol_cloud_interactions,2025,-0.129705757
p95,SR1.5,aerosol_radiation_interactions,2015,
p95,SR1.5,aerosol_radiation_interactions,2017,
p95,SR1.5,aerosol_radiation_interactions,2021,
p95,SR1.5,aerosol_radiation_interactions,2025,
p95,SR1.5,anthropogenic,2015,
p95,SR1.5,anthropogenic,2017,1.188129431
p95,SR1.5,anthropogenic,2021,
p95,SR1.5,anthropogenic,2025,1.447785557
p95,SR1.5,bc_snow,2015,
p95,SR1.5,bc_snow,2017,0.104362405
p95,SR1.5,bc_snow,2021,
p95,SR1.5,bc_snow,2025,0.096568686
p95,SR1.5,ch4,2015,
p95,SR1.5,ch4,2017,0.304376764
p95,SR1.5,ch4,2021,
p95,SR1.5,ch4,2025,0.325214031
p95,SR1.5,co2,2015,
p95,SR1.5,co2,2017,1.017978907
p95,SR1.5,co2,2021,
p95,SR1.5,co2,2025,1.178571262
p95,SR1.5,contrails,2015,
p95,SR1.5,contrails,2017,0.040770782
p95,SR1.5,contrails,2021,
p95,SR1.5,contrails,2025,0.046948813
p95,SR1.5,ghg,2015,
p95,SR1.5,ghg,2017,1.62340769
p95,SR1.5,ghg,2021,
p95,SR1.5,ghg,2025,1.830094289
p95,SR1.5,h2o_strat,2015,
p95,SR1.5,h2o_strat,2017,0.055118141
p95,SR1.5,h2o_strat,2021,
p95,SR1.5,h2o_strat,2025,0.059682633
p95,SR1.5,halogen,2015,
p95,SR1.5,halogen,2017,0.239633761
p95,SR1.5,halogen,2021,
p95,SR1.5,halogen,2025,0.250901385
p95,SR1.5,land_use,2015,
p95,SR1.5,land_use,2017,-0.011231352
p95,SR1.5,land_use,2021,
p95,SR1.5,land_use,2025,-0.010518712
p95,SR1.5,n2o,2015,
p95,SR1.5,n2o,2017,0.106925949
p95,SR1.5,n2o,2021,
p95,SR1.5,n2o,2025,0.122931059
p95,SR1.5,natural,2015,
p95,SR1.5,natural,2017,0.126874428
p95,SR1.5,natural,2021,
p95,SR1.5,natural,2025,0.125052128
p95,SR1.5,o3,2015,
p95,SR1.5,o3,2017,0.501081231
p95,SR1.5,o3,2021,
p95,SR1.5,o3,2025,0.524588848
p95,SR1.5,other_human_forcing,2015,
p95,SR1.5,other_human_forcing,2017,0.028256361
p95,SR1.5,other_human_forcing,2021,
p95,SR1.5,other_human_forcing,2025,0.111820862
p95,SR1.5,residual,2015,
p95,SR1.5,residual,2017,0.047540995
p95,SR1.5,residual,2021,
p95,SR1.5,residual,2025,0.134545223
p95,SR1.5,solar,2015,
p95,SR1.5,solar,2017,0.011132554
p95,SR1.5,solar,2021,
p95,SR1.5,solar,2025,0.020747427
p95,SR1.5,total,2015,
p95,SR1.5,total,2017,1.245360476
p95,SR1.5,total,2021,
p95,SR1.5,total,2025,1.504109621
p95,SR1.5,volcanic,2015,
p95,SR1.5,volcanic,2017,0.126468467
p95,SR1.5,volcanic,2021,
p95,SR1.5,volcanic,2025,0.114386497
p95,AR6,aerosol_cloud_interactions,2015,-0.153267283
p95,AR6,aerosol_cloud_interactions,2017,
p95,AR6,aerosol_cloud_interactions,2021,-0.139881705
p95,AR6,aerosol_cloud_interactions,2025,
p95,AR6,aerosol_radiation_interactions,2015,
p95,AR6,aerosol_radiation_interactions,2017,
p95,AR6,aerosol_radiation_interactions,2021,
p95,AR6,aerosol_radiation_interactions,2025,
p95,AR6,anthropogenic,2015,1.134497288
p95,AR6,anthropogenic,2017,
p95,AR6,anthropogenic,2021,1.311970499
p95,AR6,anthropogenic,2025,
p95,AR6,bc_snow,2015,0.101941477
p95,AR6,bc_snow,2017,
p95,AR6,bc_snow,2021,0.098604782
p95,AR6,bc_snow,2025,
p95,AR6,ch4,2015,0.300329867
p95,AR6,ch4,2017,
p95,AR6,ch4,2021,0.314434954
p95,AR6,ch4,2025,
p95,AR6,co2,2015,0.976459765
p95,AR6,co2,2017,
p95,AR6,co2,2021,1.091916481
p95,AR6,co2,2025,
p95,AR6,contrails,2015,0.037692133
p95,AR6,contrails,2017,
p95,AR6,contrails,2021,0.042954485
p95,AR6,contrails,2025,
p95,AR6,ghg,2015,1.569363607
p95,AR6,ghg,2017,
p95,AR6,ghg,2021,1.718199251
p95,AR6,ghg,2025,
p95,AR6,h2o_strat,2015,0.054310448
p95,AR6,h2o_strat,2017,
p95,AR6,h2o_strat,2021,0.057352139
p95,AR6,h2o_strat,2025,
p95,AR6,halogen,2015,0.234232126
p95,AR6,halogen,2017,
p95,AR6,halogen,2021,0.243761296
p95,AR6,halogen,2025,
p95,AR6,land_use,2015,-0.011618123
p95,AR6,land_use,2017,
p95,AR6,land_use,2021,-0.011036769
p95,AR6,land_use,2025,
p95,AR6,n2o,2015,0.102974902
p95,AR6,n2o,2017,
p95,AR6,n2o,2021,0.114323975
p95,AR6,n2o,2025,
p95,AR6,natural,2015,0.124334229
p95,AR6,natural,2017,
p95,AR6,natural,2021,0.122834681
p95,AR6,natural,2025,
p95,AR6,o3,2015,0.488786109
p95,AR6,o3,2017,
p95,AR6,o3,2021,0.508810945
p95,AR6,o3,2025,
p95,AR6,other_human_forcing,2015,0.015370678
p95,AR6,other_human_forcing,2017,
p95,AR6,other_human_forcing,2021,0.070301491
p95,AR6,other_human_forcing,2025,
p95,AR6,residual,2015,0.036862252
p95,AR6,residual,2017,
p95,AR6,residual,2021,0.087158132
p95,AR6,residual,2025,
p95,AR6,solar,2015,0.012093258
p95,AR6,solar,2017,
p95,AR6,solar,2021,0.01536186
p95,AR6,solar,2025,
p95,AR6,total,2015,1.189656496
p95,AR6,total,2017,
p95,AR6,total,2021,1.366322614
p95,AR6,total,2025,
p95,AR6,volcanic,2015,0.122270341
p95,AR6,volcanic,2017,
p95,AR6,volcanic,2021,0.117440888
p95,AR6,volcanic,2025,
