time,timebound_lower,timebound_upper,anthropogenic_p05,anthropogenic_p17,anthropogenic_p50,anthropogenic_p83,anthropogenic_p95,natural_p05,natural_p17,natural_p50,natural_p83,natural_p95,ghg_p05,ghg_p17,ghg_p50,ghg_p83,ghg_p95,other_human_forcing_p05,other_human_forcing_p17,other_human_forcing_p50,other_human_forcing_p83,other_human_forcing_p95
1947.5,1947,1948,0.040140675,0.090312556,0.159597534,0.228892591,0.27907177,-0.015762453,0.02023375,0.069942792,0.119601887,0.155561922,0.240009485,0.272214568,0.316688254,0.361400168,0.39377776,-0.248622604,-0.194831034,-0.120547437,-0.04686495,0.006491333
1948.5,1948,1949,0.092040115,0.158876919,0.251175362,0.343492543,0.410342915,-0.0313022,0.007765442,0.061715994,0.115630722,0.154672421,0.25280809,0.28577074,0.331290589,0.37706512,0.410212194,-0.195429881,-0.142498915,-0.069403773,0.003489418,0.056274142
1949.5,1949,1950,0.070082968,0.142565034,0.242659316,0.342769726,0.415263471,-0.013261174,0.022679477,0.072311806,0.121890662,0.157792592,0.24662882,0.283375486,0.334120881,0.38509877,0.422013793,-0.216142082,-0.157775924,-0.07717504,0.003199382,0.06140155
1950.5,1950,1951,-0.018574754,0.074278077,0.202503415,0.330737521,0.4235967,-0.008490544,0.02821613,0.078906299,0.129534123,0.166195651,0.244292535,0.277401945,0.323124463,0.369088227,0.402372332,-0.267245814,-0.195446026,-0.096293938,0.002571538,0.07416378
1951.5,1951,1952,-0.012677284,0.058935963,0.157830446,0.256731835,0.328350082,-0.007929772,0.026925152,0.075058143,0.123131724,0.157943627,0.254450372,0.289140448,0.337045792,0.385201662,0.420073154,-0.296782653,-0.22941924,-0.136393573,-0.043981938,0.022936832
1952.5,1952,1953,0.032935008,0.080046107,0.145104292,0.210171349,0.257288873,0.002042674,0.034424081,0.079141263,0.123787337,0.156117253,0.267573597,0.302806139,0.351460602,0.400383247,0.435809989,-0.301433816,-0.240074268,-0.155339654,-0.071481081,-0.010755908
1953.5,1953,1954,-0.075057382,0.002898703,0.110552343,0.218209096,0.296167434,0.006735888,0.040960104,0.088222116,0.135400517,0.169564186,0.275445277,0.308480298,0.354100089,0.400010091,0.433255264,-0.368997687,-0.289829812,-0.180502747,-0.07209155,0.00641311
1954.5,1954,1955,-0.069287887,0.0266399,0.159111606,0.291588551,0.387520132,0.004540265,0.034591098,0.076089867,0.117517805,0.147517346,0.304076438,0.332329159,0.371344823,0.410733084,0.439255618,-0.356867622,-0.274277549,-0.160224591,-0.046862572,0.035227167
1955.5,1955,1956,0.062441848,0.119247777,0.197694059,0.276153999,0.332969818,-0.014743701,0.020223918,0.068512536,0.116751819,0.151683714,0.282658447,0.320720948,0.373283448,0.426126001,0.464391298,-0.280922846,-0.219905685,-0.135643892,-0.052053021,0.0084783
1956.5,1956,1957,-0.014100025,0.066944974,0.178864258,0.290791379,0.371842053,-0.014766223,0.020285934,0.068691295,0.117047182,0.152063514,0.296390675,0.329599557,0.37545944,0.421643778,0.455087609,-0.325817158,-0.251926928,-0.149888039,-0.048525201,0.024875475
1957.5,1957,1958,0.016270364,0.088336318,0.187855969,0.287385342,0.359458336,-0.007189243,0.033406568,0.089467449,0.145455856,0.185999184,0.314208526,0.346545178,0.391200554,0.436217476,0.468815937,-0.322502475,-0.252221576,-0.155167002,-0.058874615,0.010854355
1958.5,1958,1959,0.066083713,0.128666416,0.21509015,0.30152856,0.364121891,-0.003034806,0.039222104,0.097576886,0.155848841,0.198045774,0.300411518,0.340954661,0.39694281,0.453228264,0.493986696,-0.296018332,-0.230896008,-0.140965179,-0.051713127,0.012917669
1959.5,1959,1960,0.009675706,0.089111713,0.198809056,0.308516277,0.387959437,0.008710986,0.045709229,0.09680204,0.147801731,0.184732542,0.314614432,0.348816794,0.396048628,0.443630928,0.478087077,-0.325964476,-0.25259825,-0.151282987,-0.050661412,0.022202487
1960.5,1960,1961,0.022645942,0.096330889,0.198086292,0.299852266,0.373544869,0.01443166,0.050982485,0.101457434,0.151828826,0.188304662,0.327398064,0.363741478,0.413930003,0.464478846,0.501083181,-0.340389271,-0.266575962,-0.164643297,-0.063527759,0.009693839
1961.5,1961,1962,0.005309386,0.069498284,0.158140094,0.24678964,0.310984139,-0.000435676,0.038364537,0.091945784,0.145446933,0.184189145,0.32901588,0.371728797,0.430713302,0.490030015,0.532983497,-0.395689454,-0.315020709,-0.203621013,-0.09336622,-0.013526543
1962.5,1962,1963,-0.00933255,0.075966783,0.193761101,0.311564156,0.396869817,-0.000981871,0.031788421,0.077042634,0.122230264,0.154952341,0.330999869,0.367410259,0.417691274,0.468338492,0.505014063,-0.36174714,-0.281323904,-0.170263246,-0.060004306,0.019838374
1963.5,1963,1964,0.027956194,0.108812737,0.220471773,0.332142743,0.413007928,-0.034580481,-0.007604899,0.029647095,0.066887118,0.093854032,0.326766999,0.365686222,0.419431815,0.473523013,0.512692501,-0.333109879,-0.257687527,-0.153532851,-0.050073112,0.02484601
1964.5,1964,1965,0.047688759,0.107034446,0.188988013,0.270953528,0.330307866,-0.096818231,-0.0721201,-0.038013159,-0.003884733,0.020828955,0.344461513,0.386139297,0.443694332,0.501610541,0.543549865,-0.372238118,-0.296621152,-0.192197723,-0.088862566,-0.014033659
1965.5,1965,1966,0.052776019,0.095413346,0.154293463,0.213184665,0.255830018,-0.127396009,-0.097703875,-0.056700452,-0.015657275,0.014063646,0.340963554,0.377503492,0.427963406,0.478806334,0.515623627,-0.376583752,-0.304195616,-0.204231047,-0.105551671,-0.034094192
1966.5,1966,1967,0.060730724,0.103617822,0.162842862,0.222080177,0.264976164,-0.083116691,-0.058353638,-0.024157042,0.010048211,0.034817531,0.344050914,0.383170465,0.437192702,0.491588419,0.530978422,-0.379586022,-0.306310135,-0.205119624,-0.105209677,-0.032861095
1967.5,1967,1968,0.080921963,0.125299671,0.186583173,0.247882247,0.292271231,-0.045277368,-0.025825587,0.001036395,0.027898358,0.047350124,0.367331882,0.40824395,0.464741568,0.521642682,0.562846936,-0.387232118,-0.312361939,-0.208969787,-0.106878373,-0.032950108
1968.5,1968,1969,0.031730018,0.107263882,0.211572552,0.315892986,0.39143537,-0.03788456,-0.016914833,0.012043361,0.040999014,0.061966901,0.378699105,0.421036694,0.479502889,0.538384164,0.581022328,-0.403059475,-0.318938986,-0.202772596,-0.087694503,-0.004362091
1969.5,1969,1970,0.008392513,0.096023991,0.217038889,0.33806446,0.425703666,-0.033792872,-0.010547319,0.021553683,0.053647343,0.076887579,0.413466017,0.456408857,0.515710873,0.57548605,0.618771522,-0.44936205,-0.355197278,-0.225160211,-0.096321794,-0.003025009
1970.5,1970,1971,0.008882025,0.092945495,0.209033144,0.325131112,0.409202055,-0.025964966,-0.001781239,0.031615337,0.064996727,0.089169457,0.391139644,0.432598262,0.489850638,0.547545249,0.589324105,-0.42501621,-0.335520911,-0.211932165,-0.089460673,-0.000774421
1971.5,1971,1972,0.089486457,0.14937794,0.232085227,0.314810367,0.374714779,-0.05167764,-0.022241121,0.01840931,0.059055512,0.088488969,0.392157025,0.430614467,0.483722363,0.537294914,0.576088831,-0.368923936,-0.294615814,-0.191999835,-0.090489212,-0.01698152
1972.5,1972,1973,0.035910832,0.10851904,0.208787517,0.309067913,0.381684752,-0.030854362,-0.004025835,0.033023083,0.070057066,0.096874779,0.412043417,0.452009298,0.507200276,0.56288279,0.603204611,-0.43272572,-0.34530805,-0.224588409,-0.105154308,-0.018667545
1973.5,1973,1974,0.120551392,0.162532054,0.220505348,0.278501633,0.320498943,-0.025521489,-0.000611282,0.033788527,0.068171496,0.093069508,0.42745023,0.470946567,0.531012938,0.591574515,0.63542945,-0.426816969,-0.345767931,-0.233843068,-0.123423504,-0.04346451
1974.5,1974,1975,0.09505036,0.162297981,0.255163743,0.348048725,0.415310264,-0.023055466,-0.004788872,0.020436423,0.045653319,0.063913829,0.440795483,0.486136445,0.548750154,0.611871224,0.657579585,-0.42785045,-0.341930237,-0.223278514,-0.105919683,-0.020935702
1975.5,1975,1976,0.174398627,0.221167021,0.285751945,0.350371523,0.397165011,-0.063001017,-0.042655715,-0.014559823,0.013539897,0.03388797,0.458443619,0.501109907,0.560030019,0.619511295,0.662583943,-0.389522684,-0.314461395,-0.21080533,-0.108469688,-0.034364569
1976.5,1976,1977,0.068894944,0.162316013,0.29132606,0.420354143,0.513788272,-0.057507832,-0.035252051,-0.004517877,0.026216634,0.048472659,0.468986986,0.515770233,0.580375668,0.645531023,0.692712486,-0.450138983,-0.354194733,-0.221700293,-0.090346044,0.00477255
1977.5,1977,1978,0.186325715,0.236084289,0.304798509,0.373549787,0.423335195,-0.04647741,-0.027115117,-0.000376714,0.026361693,0.045723987,0.513320386,0.56364323,0.633136681,0.703238473,0.75400184,-0.460371734,-0.372273899,-0.250614983,-0.130546401,-0.043600186
1978.5,1978,1979,0.082400763,0.187234479,0.332004849,0.476796092,0.581644923,-0.043403042,-0.01691334,0.019667677,0.056243329,0.082729147,0.531101992,0.582745124,0.654061831,0.726011122,0.778112333,-0.502324138,-0.395240388,-0.247362828,-0.100757038,0.005405776
1979.5,1979,1980,0.048997891,0.138998563,0.263285205,0.387587137,0.47759888,-0.021055057,0.007393514,0.046679635,0.085937611,0.1143658,0.539215978,0.587169202,0.653390322,0.720290833,0.768736031,-0.55856106,-0.447086843,-0.293146258,-0.140923644,-0.030693475
1980.5,1980,1981,0.188782329,0.235933689,0.301047473,0.366199406,0.413378392,-0.026528476,0.002489384,0.042561665,0.082611009,0.111612257,0.563321221,0.611180554,0.677272014,0.744094578,0.792483331,-0.5134708,-0.417477647,-0.284915674,-0.1542412,-0.059614857
1981.5,1981,1982,0.187919026,0.249516646,0.334580025,0.419679477,0.481303218,-0.026274161,-0.00099637,0.033911054,0.068801764,0.09406745,0.579984279,0.626946277,0.691798561,0.757427868,0.804952538,-0.500743777,-0.405006381,-0.272797596,-0.142322807,-0.047841064
1982.5,1982,1983,0.284686886,0.352273932,0.445608424,0.539001226,0.606630497,-0.03640923,-0.018140541,0.007087648,0.032314827,0.050582785,0.578474144,0.630916248,0.703336297,0.776476304,0.829439758,-0.399437877,-0.318341844,-0.206352085,-0.09553205,-0.015283059
1983.5,1983,1984,0.262599843,0.333214397,0.430729734,0.528297218,0.598949535,-0.126408421,-0.100917865,-0.06571662,-0.030453196,-0.004917613,0.600775302,0.65540253,0.730840131,0.807024022,0.862191667,-0.4506905,-0.360592245,-0.236170846,-0.113129011,-0.024029751
1984.5,1984,1985,0.132258253,0.241690931,0.39281225,0.543961559,0.653414508,-0.078746266,-0.058152638,-0.029713818,-0.001259253,0.019345776,0.634935877,0.688113931,0.761550292,0.835818468,0.889598871,-0.561191296,-0.444690871,-0.283809333,-0.124467367,-0.009081806
1985.5,1985,1986,0.2687544,0.336558212,0.430192049,0.523880058,0.591723099,-0.094321753,-0.070572633,-0.037776229,-0.00495776,0.018807338,0.641537477,0.694072242,0.76662025,0.840021324,0.893173826,-0.488183803,-0.39330956,-0.262292747,-0.132892912,-0.039189583
1986.5,1986,1987,0.259587983,0.333773541,0.436220264,0.538717899,0.612940324,-0.089147963,-0.064351027,-0.030107639,0.004149175,0.028955833,0.671632082,0.72583086,0.800676793,0.876424569,0.931276407,-0.526639733,-0.424207362,-0.282753136,-0.143039309,-0.041867228
1987.5,1987,1988,0.230290718,0.330392518,0.468628336,0.606907705,0.70704104,-0.059358259,-0.03406013,0.000875381,0.035810881,0.061109002,0.695871239,0.751326021,0.827906433,0.905429114,0.961566228,-0.54547112,-0.434199095,-0.280537727,-0.128451866,-0.018320724
1988.5,1988,1989,0.327898266,0.415099766,0.535520885,0.65600728,0.743256048,-0.046606012,-0.022360808,0.011120664,0.044600262,0.068844109,0.68500283,0.744381305,0.82638015,0.909256457,0.969270335,-0.462030312,-0.366426474,-0.234402125,-0.103657598,-0.008980527
1989.5,1989,1990,0.386742328,0.459200069,0.559260759,0.659407112,0.731926885,-0.043548514,-0.016426605,0.021027461,0.058475537,0.08559311,0.705198824,0.765905303,0.849738059,0.934478231,0.995841803,-0.449507155,-0.359512977,-0.235235303,-0.112327825,-0.023325858
1990.5,1990,1991,0.407742867,0.458539441,0.528687091,0.598943901,0.649819521,-0.033723957,-0.012257535,0.017386572,0.047025505,0.068488181,0.736062655,0.791098683,0.867100816,0.944143692,0.99993336,-0.48331015,-0.393014268,-0.268319955,-0.145405313,-0.056398159
1991.5,1991,1992,0.405680389,0.464539531,0.545821202,0.627203302,0.686135168,-0.08136794,-0.059297855,-0.028820119,0.001671438,0.023751531,0.761271928,0.820202882,0.901583724,0.984015771,1.043707943,-0.512093286,-0.415290322,-0.281610038,-0.149757763,-0.05427853
1992.5,1992,1993,0.433272417,0.508969681,0.613503997,0.718136983,0.793905698,-0.333606169,-0.273700784,-0.190974301,-0.108024481,-0.04795737,0.776432413,0.837019381,0.920687099,1.005421169,1.066780324,-0.472035026,-0.378694093,-0.249794708,-0.122385382,-0.030123456
1993.5,1993,1994,0.422770192,0.501648372,0.610575383,0.719596188,0.798542288,-0.287368627,-0.234633861,-0.16180966,-0.088803309,-0.035936641,0.814756866,0.876990395,0.962931936,1.050008808,1.113064474,-0.527115215,-0.424242687,-0.282180624,-0.141844369,-0.040221564
1994.5,1994,1995,0.43621567,0.510301579,0.61261069,0.715020323,0.789179023,-0.22259455,-0.179481834,-0.119945227,-0.060286165,-0.017084775,0.841271997,0.906583119,0.99677467,1.088125636,1.154276336,-0.562178037,-0.454236924,-0.305175387,-0.158038341,-0.051490825
1995.5,1995,1996,0.382014522,0.486154233,0.629966215,0.773853835,0.878048319,-0.169352367,-0.133933607,-0.085021986,-0.036035452,-0.000562444,0.843909994,0.908063161,0.99665563,1.086427888,1.151435386,-0.567922142,-0.452624828,-0.293404728,-0.135847966,-0.021755139
1996.5,1996,1997,0.448630032,0.52808522,0.637809051,0.747634482,0.827163243,-0.10924893,-0.084018817,-0.049177232,-0.014300455,0.010955143,0.83830907,0.901619943,0.989049244,1.077655766,1.14181911,-0.52773824,-0.424800408,-0.282648164,-0.142226373,-0.040541629
1997.5,1997,1998,0.501252269,0.580387986,0.689670642,0.799072562,0.878294643,-0.110791693,-0.083584212,-0.046011977,-0.00841117,0.018817001,0.848986982,0.913961249,1.003687617,1.09459545,1.160425259,-0.487621651,-0.391294042,-0.2582702,-0.126789893,-0.031580015
1998.5,1998,1999,0.533421363,0.606389633,0.707155339,0.808057014,0.881123745,-0.085037359,-0.061120133,-0.028091582,0.004949087,0.028875088,0.877842405,0.946358462,1.040975875,1.136798728,1.206187691,-0.508094262,-0.409499133,-0.273343954,-0.138878666,-0.04150725
1999.5,1999,2000,0.635802994,0.689662246,0.764039308,0.838631243,0.892646092,-0.03696168,-0.020232643,0.002869362,0.025971186,0.042700093,0.912789342,0.98366094,1.081531242,1.180659424,1.252441899,-0.478285202,-0.388387692,-0.264243513,-0.141832718,-0.053190418
2000.5,2000,2001,0.601369179,0.661013204,0.743378763,0.825928063,0.885705143,-0.027550295,-0.001267404,0.035028016,0.071306285,0.097576755,0.941020868,1.012728934,1.111754358,1.212093173,1.284752315,-0.541734055,-0.440169116,-0.29991277,-0.161632977,-0.061499334
2001.5,2001,2002,0.557764527,0.646893116,0.769975452,0.893189778,0.982413946,-0.025492282,0.000928479,0.037414291,0.073880635,0.100287299,0.943823617,1.015479847,1.11443369,1.214708161,1.287320709,-0.53748844,-0.430995995,-0.283934999,-0.138561368,-0.033290808
2002.5,2002,2003,0.618055826,0.704730776,0.824424755,0.944274317,1.031061931,-0.03616862,-0.008976638,0.028574193,0.066113993,0.093297986,0.959469386,1.032911233,1.134330925,1.237085681,1.311494297,-0.49884107,-0.399200209,-0.261600924,-0.125532214,-0.0269997
2003.5,2003,2004,0.703580347,0.776583119,0.877396471,0.978418964,1.051573184,-0.028973222,-0.001998873,0.035251417,0.072484781,0.099446873,0.996964414,1.071444759,1.174298569,1.278562844,1.354064561,-0.473200983,-0.381435338,-0.254711352,-0.129563953,-0.038939974
2004.5,2004,2005,0.682828953,0.757359386,0.860282365,0.963402301,1.038075358,-0.023727066,-0.001007009,0.030368307,0.061728709,0.084437966,1.013593831,1.088275032,1.191406216,1.295985122,1.371714675,-0.513458749,-0.41479725,-0.278550418,-0.144057692,-0.046666408
2005.5,2005,2006,0.708572838,0.770686427,0.856462336,0.942472384,1.004755523,-0.057074399,-0.034177017,-0.002556822,0.029063478,0.051960936,0.995137914,1.070002943,1.173387984,1.27817418,1.354053838,-0.48775572,-0.395521362,-0.268150105,-0.142518372,-0.051543668
2006.5,2006,2007,0.73004625,0.801761321,0.900796419,1.000055899,1.071933454,-0.065261183,-0.041061387,-0.00764262,0.025777033,0.049977471,1.023301435,1.099127647,1.203840035,1.310008298,1.386888765,-0.480422435,-0.387939614,-0.260225244,-0.13414398,-0.042843755
2007.5,2007,2008,0.703215483,0.794702528,0.92104178,1.04756499,1.139185247,-0.042460962,-0.019101342,0.013157181,0.045412982,0.068770632,1.03764442,1.114363688,1.220309345,1.327733533,1.405523462,-0.49523827,-0.395787922,-0.258451726,-0.122612169,-0.024245592
2008.5,2008,2009,0.726784674,0.827761013,0.967204529,1.106831854,1.207941296,-0.042508177,-0.021811533,0.006769547,0.035349813,0.056045868,1.053343024,1.134109382,1.245643877,1.358642338,1.440468809,-0.486353543,-0.38524181,-0.245611321,-0.107309319,-0.007159594
2009.5,2009,2010,0.708307858,0.819105139,0.972110907,1.125285915,1.236205748,-0.047166055,-0.024655155,0.006431326,0.037517132,0.060027543,1.057487034,1.136466,1.24553219,1.356094769,1.436157325,-0.490224093,-0.386065563,-0.242227594,-0.099643461,0.003607118
2010.5,2010,2011,0.803625553,0.860430566,0.938875584,1.017628082,1.074655753,-0.026751708,-0.007589139,0.018873455,0.045329221,0.064486844,1.059582723,1.136838126,1.24352416,1.351734607,1.430093896,-0.47218744,-0.384395186,-0.263158263,-0.143682239,-0.057165119
2011.5,2011,2012,0.848611827,0.924093345,1.028329729,1.132843881,1.208526542,-0.061481138,-0.037943542,-0.005439241,0.027065521,0.050603453,1.100754652,1.18157095,1.29317441,1.406353935,1.488311522,-0.445291198,-0.3585133,-0.238677155,-0.120304751,-0.034586803
2012.5,2012,2013,0.881312294,0.967705953,1.087011482,1.206588237,1.293178301,-0.051708442,-0.027336072,0.006321012,0.039977493,0.064349427,1.111318216,1.193388105,1.306722713,1.421642112,1.504859608,-0.407559159,-0.324131797,-0.208922584,-0.094878718,-0.01229523
2013.5,2013,2014,0.810330422,0.931605603,1.099080853,1.26675374,1.388172037,-0.021691214,-3.99E-06,0.029945044,0.059878882,0.08155511,1.139834148,1.222414292,1.336453538,1.452139891,1.535912767,-0.468250228,-0.364909696,-0.222201343,-0.080555747,0.022015202
2014.5,2014,2015,0.812127975,0.91175775,1.049341725,1.187144948,1.286933489,-0.021712827,-0.001307896,0.026870342,0.055035579,0.075431096,1.175282772,1.261419419,1.380370026,1.501005452,1.588362139,-0.547498257,-0.43821788,-0.287306884,-0.138079221,-0.03001781
2015.5,2015,2016,0.906732394,0.96637614,1.048741313,1.131471784,1.191380057,-0.026566026,-0.004940232,0.024923961,0.0547776,0.076395753,1.190934711,1.276551658,1.394784585,1.514747739,1.601617609,-0.530813973,-0.433069435,-0.298088884,-0.165138202,-0.068863571
2016.5,2016,2017,0.919053554,0.987467243,1.08194329,1.176758435,1.245417678,-0.025740064,-0.005520998,0.022400569,0.050313019,0.070525482,1.204123514,1.290595357,1.410008855,1.531173052,1.618912644,-0.516880434,-0.420202844,-0.286695697,-0.155086152,-0.059782689
2017.5,2017,2018,1.013816659,1.077168417,1.164654178,1.252563993,1.316222825,-0.029452815,-0.011717807,0.012773395,0.037261217,0.054993778,1.217779834,1.307710927,1.431901484,1.557828663,1.64901731,-0.445958685,-0.362299658,-0.246770525,-0.132865928,-0.050383289
2018.5,2018,2019,1.06784663,1.14292016,1.246593131,1.35067625,1.426046785,-0.029931467,-0.010707397,0.015840127,0.042382857,0.061603455,1.252495999,1.342700978,1.467269758,1.593655926,1.685176945,-0.402257419,-0.324477385,-0.217066863,-0.111007325,-0.03420559
2019.5,2019,2020,1.059751643,1.127099338,1.220103299,1.31354507,1.381209801,-0.02499464,-0.002576897,0.028380938,0.059325571,0.081733754,1.254750905,1.344608091,1.468696587,1.594612927,1.685793724,-0.426463803,-0.346439153,-0.235928921,-0.126971044,-0.048070512
2020.5,2020,2021,0.987270637,1.100213649,1.25618257,1.412428629,1.525572328,-0.03976164,-0.014060713,0.021431043,0.056916234,0.082612407,1.288525353,1.380660241,1.507894133,1.637007071,1.730502646,-0.480728495,-0.379562928,-0.239858097,-0.101419283,-0.001170487
2021.5,2021,2022,1.05954944,1.168932193,1.319984567,1.471352857,1.580964378,-0.063603609,-0.038515234,-0.003869382,0.030776688,0.055865222,1.298894481,1.393099957,1.523193233,1.655162061,1.750725695,-0.42674364,-0.334836327,-0.207916704,-0.082043763,0.009105608
2022.5,2022,2023,1.167116188,1.234720837,1.328079637,1.421954984,1.489933684,-0.062551016,-0.041559504,-0.012571225,0.016419818,0.037413333,1.329661736,1.425178194,1.557081873,1.690918362,1.78783444,-0.408485101,-0.332204516,-0.226864659,-0.123030809,-0.047840779
2023.5,2023,2024,1.132693247,1.225351951,1.353309208,1.48165828,1.574600712,-0.047833523,-0.025619751,0.005056411,0.035732149,0.057945615,1.354513028,1.451907464,1.586404543,1.722869251,1.821688523,-0.441027277,-0.352811284,-0.230989198,-0.110514947,-0.023274971
2024.5,2024,2025,1.160972712,1.286402535,1.459615148,1.633164653,1.758838433,-0.041096229,-0.0229556,0.002095743,0.027146998,0.045287561,1.382505742,1.483645245,1.623314082,1.7649673,1.867543768,-0.41301002,-0.317661446,-0.185989606,-0.055124233,0.039640348
2025.5,2025,2026,1.248562673,1.342936926,1.473263275,1.604045436,1.69874976,-0.03897271,-0.019628456,0.007085037,0.033797577,0.05314114,1.40226104,1.5037643,1.64393547,1.786134203,1.8891057,-0.377376088,-0.299369912,-0.191647096,-0.084972822,-0.007725935
